"symbol";"nimi";"sektor";"hind";"tootlus";"kogus";"kasum_aktsia_kohta";"dividend_aktsia_kohta"
"IR";"Ingersoll-Rand PLC";"Industrials";90.91;1.9627634;1484922;5.042;1.7
"IRM";"Iron Mountain Incorporated";"Real Estate";33.3;0.60423195;2607790;0.789;2.204
"ISRG";"Intuitive Surgical Inc.";"Health Care";398.51;1.4252644;845177;5.67;NA
"IT";"Gartner Inc";"Information Technology";118.24;2.3811586;854227;0.037;NA
"ITW";"Illinois Tool Works";"Industrials";161.42;0.8055912;1766375;4.86;2.86
"IVZ";"Invesco Ltd.";"Financials";32.52;0.24661478;2720708;2.75;1.16
"JBHT";"J. B. Hunt Transport Services";"Industrials";115.88;0.6689224;828238;6.18;0.92
"JCI";"Johnson Controls International";"Industrials";37.41;3.0862465;8824991;1.612;1.01
"JEC";"Jacobs Engineering Group";"Industrials";63.09;1.3819711;2033748;1.921;0.6
"JNJ";"Johnson & Johnson";"Health Care";130.27;0.57130045;9963943;0.47;3.32
"JNPR";"Juniper Networks";"Information Technology";25.8;1.4150892;3977759;0.8;0.4
"JPM";"JPMorgan Chase & Co.";"Financials";111.74;1.54489;18043325;6.31;2.12
"JWN";"Nordstrom";"Consumer Discretionary";48.37;1.002296;910082;2.867;1.48
"K";"Kellogg Co.";"Consumer Staples";67.07;-0.38616088;3287655;2.234;2.1
"KEY";"KeyCorp";"Financials";20.59;0.98087674;10382972;1.126;0.38
"KHC";"Kraft Heinz Co";"Consumer Staples";71.81;0.6024101;4372905;3.2;2.425
"KIM";"Kimco Realty";"Real Estate";14.32;0.98730177;7088667;0.859;1.08
"KLAC";"KLA-Tencor Corp.";"Information Technology";103.91;2.9831538;1755823;4.16;2.26
"KMB";"Kimberly-Clark";"Consumer Staples";113.67;2.0010731;2695238;6.4;3.88
"KMI";"Kinder Morgan";"Energy";17.3;0.34802476;17073782;0.01;0.5
"KMX";"Carmax Inc";"Consumer Discretionary";65.66;1.8142438;1473224;3.737;NA
"KO";"Coca-Cola Company (The)";"Consumer Staples";43.97;1.9476006;14688426;1.038;1.46
"KORS";"Michael Kors Holdings";"Consumer Discretionary";60.89;1.8227428;3656854;3.329;NA
"KR";"Kroger Co.";"Consumer Staples";27.2;-1.663048;10827057;1.685;0.49
"KSS";"Kohl's Corp.";"Consumer Discretionary";61.12;-0.56938714;3620632;3.789;2.15
"KSU";"Kansas City Southern";"Industrials";105.42;1.5900565;1351430;9.16;1.38
"L";"Loews Corp.";"Financials";47.5;1.6477648;1895401;2.871;0.25
"LB";"L Brands Inc.";"Consumer Discretionary";48.7;0.10277335;3737225;3.294;2.4
"LEG";"Leggett & Platt";"Consumer Discretionary";44.92;1.4453465;1300728;2.133;1.42
"LEN";"Lennar Corp.";"Consumer Discretionary";59.34;1.1075166;18346861;3.38;0.157
"LH";"Laboratory Corp. of America Holding";"Health Care";168.49;0.24393363;732490;12.21;NA
"LKQ";"LKQ Corporation";"Consumer Discretionary";40.16;3.186027;2474859;1.593;NA
"LLL";"L-3 Communications Holdings";"Industrials";204.44;0.95304334;587614;8.505;3
"LLY";"Lilly (Eli) & Co.";"Health Care";76.25;0.026231984;6454242;-0.194;2.08
"LMT";"Lockheed Martin Corp.";"Industrials";345.81;1.2858016;1829161;6.891;7.46
"LNC";"Lincoln National";"Financials";75.47;0.11940033;1785527;9.221;1.2
"LNT";"Alliant Energy Corp";"Utilities";38.48;0.15617225;2176856;1.863;1.239
"LOW";"Lowe's Cos.";"Consumer Discretionary";97.78;0.62776643;8067603;4.149;1.52
"LRCX";"Lam Research";"Information Technology";172.95;4.268404;4150722;9.105;1.85
"LUK";"Leucadia National Corp.";"Financials";24.84;2.4329903;2251771;1.542;0.287
"LUV";"Southwest Airlines";"Industrials";56.81;2.3603628;4427135;5.79;0.475
"LYB";"LyondellBasell";"Materials";109.7;2.532946;2260652;12.228;3.55
"M";"Macy's Inc.";"Consumer Discretionary";24.19;0.16563527;7716546;2.277;1.51
"MA";"Mastercard Inc.";"Information Technology";168.19;1.8099308;5227367;3.65;0.91
"MAA";"Mid-America Apartments";"Real Estate";87.74;-0.011398446;1060599;2.86;3.48
"MAC";"Macerich";"Real Estate";60.8;0.64558744;1716119;1.02;2.87
"MAR";"Marriott Int'l.";"Consumer Discretionary";139.1;2.0617895;2835140;3.671;1.26
"MAS";"Masco Corp.";"Industrials";43.12;2.3498642;4981055;1.66;0.41
"MAT";"Mattel Inc.";"Consumer Discretionary";17.36;0.5211358;6676597;-3.07;0.91
"MCD";"McDonald's Corp.";"Consumer Discretionary";163.9;1.927855;5255925;6.367;3.83
"MCHP";"Microchip Technology";"Information Technology";83.02;2.4432325;5019924;1.008;1.447
"MCK";"McKesson Corp.";"Health Care";149.02;0.060438864;1261056;22.735;1.24
"MCO";"Moody's Corp";"Financials";159.28;3.000517;1214585;2.806;1.51
"MDLZ";"Mondelez International";"Consumer Staples";42.53;0.925485;15788648;1.91;0.82
"MDT";"Medtronic plc";"Health Care";80.24;0.95620847;4314124;3.636;1.78
"MET";"MetLife Inc.";"Financials";44.62;0.022412736;9935356;-0.525;1.6
"MGM";"MGM Resorts International";"Consumer Discretionary";33.2;-0.6880034;9416459;1.018;0.33
"MHK";"Mohawk Industries";"Consumer Discretionary";254.55;2.0404058;1524019;49.89534;NA
"MKC";"McCormick & Co.";"Consumer Staples";102.3;0.45169556;697139;3.72;1.88
"MLM";"Martin Marietta Materials";"Materials";212.76;-0.75567234;1073436;6.848;1.7
"MMC";"Marsh & McLennan";"Financials";81.04;0.7584242;3075776;2.874;1.465
"MMM";"3M Company";"Industrials";229.19;1.7672374;3290351;7.93;4.7
"MNST";"Monster Beverage";"Consumer Staples";64.08;1.8921965;2051507;1.37;NA
"MO";"Altria Group Inc";"Consumer Staples";65.35;2.0615332;6732941;5.314;2.54
"MON";"Monsanto Co.";"Materials";120.44;1.5171975;3684840;5.39;2.16
"MOS";"The Mosaic Company";"Materials";25.21;3.5318222;4535384;0.957;0.85
"MPC";"Marathon Petroleum";"Energy";64.77;1.4567615;3423731;3.153;1.52
"MRK";"Merck & Co.";"Health Care";55.43;1.0205966;12652181;0.93;1.88
"MRO";"Marathon Oil Corp.";"Energy";16.27;4.900066;15792415;-8.315;0.2
"MS";"Morgan Stanley";"Financials";53.43;2.4741101;11712927;3.09;0.95
"MSFT";"Microsoft Corp.";"Information Technology";89.13;1.0773383;35720341;1.23;1.62
"MSI";"Motorola Solutions Inc.";"Information Technology";101.3;2.1890507;1243518;-0.952;1.93
"MTB";"M&T Bank Corp.";"Financials";184.75;1.1663591;783191;8.7;3
"MTD";"Mettler Toledo";"Health Care";613.87;2.2486134;167981;14.24;NA
"MU";"Micron Technology";"Information Technology";42.19;4.404847;47941060;6.398;NA
"MYL";"Mylan N.V.";"Health Care";40.6;3.3604882;8377860;1.617;NA
"NAVI";"Navient";"Financials";13.56;0.7429449;2095892;1.04;0.64
"NBL";"Noble Energy Inc";"Energy";25.97;1.1292796;7218149;-4.092;0.4
"NCLH";"Norwegian Cruise Line";"Consumer Discretionary";57.45;2.206016;1833033;3.203;NA
"NDAQ";"Nasdaq, Inc.";"Financials";77.56;1.9051332;1139421;4.33;1.46
"NEE";"NextEra Energy";"Utilities";150;1.2829127;2030793;11.37;3.93
"NEM";"Newmont Mining Corporation";"Materials";36.91;0.40805638;6256718;0.153;0.225
"NFLX";"Netflix Inc.";"Information Technology";257.95;3.3992107;8534906;1.25;NA
"NFX";"Newfield Exploration Co";"Energy";26.78;3.0792964;3838653;1.732;NA
"NI";"NiSource Inc.";"Utilities";23.11;0.08661956;3695404;0.819;0.7
"NKE";"Nike";"Consumer Discretionary";65.98;0.74821424;9791663;2.311;0.74
"NLSN";"Nielsen Holdings";"Industrials";33.6;-0.29674268;9335066;1.2;1.33
"NOC";"Northrop Grumman Corp.";"Industrials";337.44;1.4277556;1284783;11.47;3.9
"NOV";"National Oilwell Varco Inc.";"Energy";33.71;1.8736746;6053960;-0.63;0.2
"NRG";"NRG Energy";"Utilities";24.72;0.5286668;8545296;-5.062;0.12
"NSC";"Norfolk Southern Corp.";"Industrials";139.91;1.2226902;1762710;18.608;2.44
"NTAP";"NetApp";"Information Technology";57.73;2.7772858;4354364;2.325;0.78
"NTRS";"Northern Trust Corp.";"Financials";99.36;2.0332751;1386988;4.92;1.6
"NUE";"Nucor Corp.";"Materials";63.44;2.703575;2800092;4.1;1.512
"NVDA";"Nvidia Corporation";"Information Technology";228.03;-1.7450892;27329342;4.82;0.57
"NWL";"Newell Brands";"Consumer Discretionary";27.3;-1.1227865;11506528;2.582;0.84
"NWS";"News Corp. Class B";"Consumer Discretionary";16.15;0.9374976;1410839;-0.779;0.1
"NWSA";"News Corp. Class A";"Consumer Discretionary";15.75;-0.12682599;2714308;-0.779;0.1
"O";"Realty Income Corporation";"Real Estate";48.68;-0.44990024;4290564;1.218;2.507
"OKE";"ONEOK";"Energy";56.55;4.0861354;2582646;1.624;2.72
"OMC";"Omnicom Group";"Consumer Discretionary";78.78;2.3781703;5116659;5.025;2.2
"ORCL";"Oracle Corp.";"Information Technology";48.15;0.8799539;16261649;2.328;0.72
"ORLY";"O'Reilly Automotive";"Consumer Discretionary";248.25;-0.6324308;944453;12.67;NA
"OXY";"Occidental Petroleum";"Energy";69.87;2.4787362;3951715;0.704;3.05
"PAYX";"Paychex Inc.";"Information Technology";64.69;0.8260579;2112974;2.32;1.92
"PBCT";"People's United Financial";"Financials";19.07;0.8461123;2095328;0.97;0.688
"PCAR";"PACCAR Inc.";"Industrials";68.24;1.4721158;2130042;4.75;0.99
"PCG";"PG&E Corp.";"Utilities";39.34;1.9963715;6050523;4.349;2.035
"PCLN";"Priceline.com Inc";"Consumer Discretionary";1790;1.4164306;682342;71.303;NA
"PDCO";"Patterson Companies";"Health Care";32.92;-0.6938261;1185421;1.671;1.02
"PEG";"Public Serv. Enterprise Inc.";"Utilities";47.62;0.80439717;5126799;1.029;1.7
"PEP";"PepsiCo Inc.";"Consumer Staples";111.93;0.67458177;4759243;4.839;3.115
"PFE";"Pfizer Inc.";"Health Care";34.66;1.4637003;36758689;3.52;1.28
"PFG";"Principal Financial Group";"Financials";61.84;0.73301965;2108864;7.88;1.87
"PG";"Procter & Gamble";"Consumer Staples";81.33;1.7642688;10769039;3.749;2.738
"PGR";"Progressive Corp.";"Financials";52.38;0.3063957;2850833;2.72;1.125
"PH";"Parker-Hannifin";"Industrials";180.98;2.3121693;1528964;6.428;2.64
"PHM";"Pulte Homes Inc.";"Consumer Discretionary";29.18;1.6370645;6652407;1.44;0.36
"PKG";"Packaging Corporation of America";"Materials";116.69;2.575598;779146;7.07;2.52
"PKI";"PerkinElmer";"Health Care";74.5;2.2930086;947866;2.64;0.28
"PLD";"Prologis";"Real Estate";60.15;-0.2818272;3650514;3.057;1.76
"PM";"Philip Morris International";"Consumer Staples";102.4;2.4614758;6468874;3.88;4.22
"PNC";"PNC Financial Services";"Financials";152.28;0.3757116;2429130;10.364;2.6
"PNR";"Pentair Ltd.";"Industrials";69.03;2.8916419;1808009;3.625;1.38
"PNW";"Pinnacle West Capital";"Utilities";76.73;0.5767498;935318;4.642;2.62
"PPG";"PPG Industries";"Materials";113.98;1.4327673;1242926;6.313;1.7
"PPL";"PPL Corp.";"Utilities";30.46;1.3306707;6192598;2.209;1.565
"PRGO";"Perrigo";"Health Care";85.3;-0.011715516;1001717;-9.208;0.625
"PRU";"Prudential Financial";"Financials";107.86;1.716333;3459522;17.858;3
"PSA";"Public Storage";"Real Estate";187.82;0.3526414;1405648;6.84;8
"PSX";"Phillips 66";"Energy";93.59;1.0691122;1809007;9.85;2.73
"PVH";"PVH Corp.";"Consumer Discretionary";146.78;1.8668904;698146;6.707;0.15
"PWR";"Quanta Services Inc.";"Industrials";33.98;1.342084;1535663;1.838;NA
"PX";"Praxair Inc.";"Materials";153.75;2.8565724;3099661;4.32;3.15
"PXD";"Pioneer Natural Resources";"Energy";171.03;3.6231418;1981071;4.85;0.08
"PYPL";"PayPal";"Information Technology";75.28;0.7090284;10419606;1.47;NA
"QCOM";"QUALCOMM Inc.";"Information Technology";65.66;2.6097858;13692129;-2.832;2.24
"QRVO";"Qorvo";"Information Technology";79.17;1.6955681;1615220;0.221;NA
"RCL";"Royal Caribbean Cruises Ltd";"Consumer Discretionary";129.27;3.8563535;2081633;7.53;2.16
"RE";"Everest Re Group Ltd.";"Financials";239.48;-0.12095281;472821;11.36;5.05
"REG";"Regency Centers Corporation";"Real Estate";57.27;1.0052905;1343849;0.912;2.07
"REGN";"Regeneron";"Health Care";342.67;1.8699116;1398200;10.34;NA
"RF";"Regions Financial Corp.";"Financials";18.47;1.0946845;9323609;1.005;0.315
"RHI";"Robert Half International";"Industrials";53.6;0.7140121;1211627;2.33;0.96
"RHT";"Red Hat Inc.";"Information Technology";129.32;1.955228;1486616;1.851;NA
"RJF";"Raymond James Financial Inc.";"Financials";89.01;2.2163532;1213371;4.123;0.91
"RL";"Polo Ralph Lauren Corp.";"Consumer Discretionary";103.39;-0.09662622;797888;-1.009;2
"RMD";"ResMed";"Health Care";91.73;0.7468427;663517;1.987;1.38
"ROK";"Rockwell Automation Inc.";"Industrials";186.3;1.7810369;800394;2.895;3.115
"ROP";"Roper Technologies";"Industrials";270.12;3.2845166;571766;9.39;1.462
"ROST";"Ross Stores";"Consumer Discretionary";77.35;0.038798213;2302199;3.131;0.64
"RRC";"Range Resources Corp.";"Energy";13.05;2.6750603;8504651;-0.209;0.08
"RSG";"Republic Services Inc";"Industrials";62.62;1.0652031;2153533;2.361;1.305
"RTN";"Raytheon Co.";"Industrials";207.52;1.4668492;2133947;6.947;3.19
"SBAC";"SBA Communications";"Real Estate";159.63;-0.06259992;1271735;0.835;NA
"SBUX";"Starbucks Corp.";"Consumer Discretionary";55.38;1.4657369;10968756;3.016;1.1
"SCG";"SCANA Corp";"Utilities";35.66;-1.7630838;2519861;3.146;2.413
"SCHW";"Charles Schwab Corporation";"Financials";50.94;1.6360728;7561259;1.61;0.32
"SEE";"Sealed Air";"Materials";42.52;2.0643318;6423789;4.311;0.64
"SHW";"Sherwin-Williams";"Materials";403.69;1.2109555;537275;18.672;3.4
"SIG";"Signet Jewelers";"Consumer Discretionary";48.49;-0.95996207;1533521;6.58;1.19
"SJM";"JM Smucker";"Consumer Staples";119.4;-0.10039753;893082;4.94;3.06
"SLB";"Schlumberger Ltd.";"Energy";66.84;2.5310535;11382811;-1.084;2
"SLG";"SL Green Realty";"Real Estate";92.69;0.55326766;996285;0.874;3.138
"SNA";"Snap-On Inc.";"Consumer Discretionary";159.25;0.27706218;761604;9.52;2.95
"SNI";"Scripps Networks Interactive Inc.";"Consumer Discretionary";87.29;0.7851291;682484;4.666;1.15
"SNPS";"Synopsys Inc.";"Information Technology";85.33;1.1738268;908824;0.88;NA
"SO";"Southern Co.";"Utilities";44.68;0.78952956;7209160;0.544;2.28
"SPG";"Simon Property Group Inc";"Real Estate";156.8;-0.25444904;2338537;6.24;7.15
"SPGI";"S&P Global, Inc.";"Financials";180.36;1.6112679;1723941;5.78;1.64
"SRCL";"Stericycle Inc";"Industrials";71.37;1.7391322;522124;-0.554;NA
"SRE";"Sempra Energy";"Utilities";106.62;0.48063532;1698124;4.515;3.217
"STI";"SunTrust Banks";"Financials";67.59;0.16300085;4072605;4.47;1.32
"STZ";"Constellation Brands";"Consumer Staples";213.01;1.3079045;3131603;9.19;1.96
"STT";"State Street Corp.";"Financials";101.78;1.7698196;1404947;5.24;1.6
"STX";"Seagate Technology";"Information Technology";49.17;2.8230834;3380139;2.198;2.52
"SWK";"Stanley Black & Decker";"Consumer Discretionary";158.04;2.470335;1254451;8.04;2.42
"SWKS";"Skyworks Solutions";"Information Technology";104.1;1.4224465;3045373;4.414;1.2
"SYF";"Synchrony Financial";"Financials";36.24;3.4541905;7027417;2.42;0.56
"SYK";"Stryker Corp.";"Health Care";153.66;1.6135448;1568564;2.68;1.7
"SYMC";"Symantec Corp.";"Information Technology";26.1;0.7333097;9016663;1.618;0.3
"SYY";"Sysco Corp.";"Consumer Staples";58.13;-0.342878;3809409;2.185;1.32
"ZBH";"Zimmer Biomet Holdings";"Health Care";116.52;0.11169108;1467568;9.03;0.96
"ZION";"Zions Bancorp";"Financials";52.06;0.8133269;2571306;2.6;0.44
"ZTS";"Zoetis";"Health Care";73.19;1.1610284;3827959;1.899;0.41
"T";"AT&T Inc";"Telecommunication Services";36.37;0.8876552;27750742;4.76;1.97
"TAP";"Molson Coors Brewing Company";"Consumer Staples";75.77;2.1021392;1989488;10.363;1.64
"TDG";"TransDigm Group";"Industrials";286.2;1.2918155;477808;12.177;NA
"TEL";"TE Connectivity Ltd.";"Information Technology";98.7;2.3858874;2201810;3.462;1.57
"TGT";"Target Corp.";"Consumer Discretionary";71.88;-0.78674906;4624506;4.772;2.42
"TIF";"Tiffany & Co.";"Consumer Discretionary";100.73;-1.128773;1304151;3.722;1.9
"TJX";"TJX Companies Inc.";"Consumer Discretionary";75.71;0.09254322;5103394;3.704;1.198
"TMK";"Torchmark Corp.";"Financials";83.53;1.0769595;974373;12.226;0.6
"TMO";"Thermo Fisher Scientific";"Health Care";204.51;2.1630542;1528150;5.592;0.6
"TPR";"Tapestry, Inc.";"Consumer Discretionary";49.91;1.7325692;4946341;1.117;1.35
"TRIP";"TripAdvisor";"Consumer Discretionary";37.71;-1.5661767;3842296;0.465;NA
"TROW";"T. Rowe Price Group";"Financials";104.93;1.4698739;2370045;5.97;2.28
"TRV";"The Travelers Companies Inc.";"Financials";138.14;0.7732693;2404566;7.33;2.83
"TSCO";"Tractor Supply Company";"Consumer Discretionary";66.67;0.25563633;1768133;3.3;1.05
"TSN";"Tyson Foods";"Consumer Staples";74.53;-0.45412573;2216563;7.609;0.975
"TSS";"Total System Services";"Information Technology";84.04;0.82783735;1637644;3.16;0.46
"TWX";"Time Warner Inc.";"Consumer Discretionary";93.61;1.3095227;5603534;6.64;1.61
"TXN";"Texas Instruments";"Information Technology";101.94;1.4429342;6673726;3.606;2.12
"TXT";"Textron Inc.";"Industrials";57.55;2.2020917;1801273;2.313;0.08
"UA";"Under Armour Class C";"Consumer Discretionary";13.18;5.7784934;8042844;0.325;NA
"UAA";"Under Armour Class A";"Consumer Discretionary";14.23;3.4909058;12275272;0.325;NA
"UAL";"United Continental Holdings";"Industrials";64.14;1.8418543;3279782;7.019;NA
"UDR";"UDR Inc";"Real Estate";33.73;-0.17757139;1864234;1.056;1.225
"UHS";"Universal Health Services, Inc.";"Health Care";115.61;0.28626114;430050;7.28;0.4
"ULTA";"Ulta Salon Cosmetics & Fragrance Inc";"Consumer Discretionary";209.48;-4.150083;2647360;7.825;NA
"UNH";"United Health Group Inc.";"Health Care";225.69;2.140657;4912013;10.719;2.875
"UNM";"Unum Group";"Financials";50.48;2.5807772;3594885;4.37;0.89
"UNP";"Union Pacific";"Industrials";128.64;1.0685109;4161997;13.36;2.48
"UPS";"United Parcel Service";"Industrials";106.31;-0.07519676;6677261;5.61;3.32
"URI";"United Rentals, Inc.";"Industrials";166.06;1.0958257;1552071;15.73;NA
"USB";"U.S. Bancorp";"Financials";53.97;0.4093046;7598607;3.51;1.16
"UTX";"United Technologies";"Industrials";127.38;1.8795477;9548320;5.7;2.72
"V";"Visa Inc.";"Information Technology";118.47;1.8483506;11526322;3.01;0.735
"VAR";"Varian Medical Systems";"Health Care";116.7;1.9213947;793653;1.331;NA
"WAT";"Waters Corporation";"Health Care";198.45;2.5104606;614505;0.25;NA
"WBA";"Walgreens Boots Alliance";"Consumer Staples";68.46;0;3997992;3.625;1.55
"WDC";"Western Digital";"Information Technology";82.34;2.1714854;3296765;1.283;2
"WEC";"Wec Energy Group Inc";"Utilities";61.28;0.29459953;2359789;3.79;2.08
"VFC";"V.F. Corp.";"Consumer Discretionary";80.7;1.7397847;4039383;2.378;1.68
"WFC";"Wells Fargo";"Financials";56.5;0.65918213;24401292;4.1;1.54
"WHR";"Whirlpool Corp.";"Consumer Discretionary";171.05;2.419022;930899;4.7;4.3
"VIAB";"Viacom Inc.";"Consumer Discretionary";32.88;0.030429378;4408268;5.011;0.8
"VLO";"Valero Energy";"Energy";88.84;1.6243402;4020910;9.16;2.8
"WLTW";"Willis Towers Watson";"Financials";154.15;1.3211479;564631;3.405;2.07
"WM";"Waste Management Inc.";"Industrials";80.57;0.5867681;3790422;3.12;1.685
"WMB";"Williams Cos.";"Energy";29.42;2.8311758;6354024;0.585;1.1
"VMC";"Vulcan Materials";"Materials";127.16;1.7280029;1613783;2.865;0.95
"WMT";"Wal-Mart Stores";"Consumer Staples";99.55;0.1811415;9135144;3.767;2.03
"VNO";"Vornado Realty Trust";"Real Estate";67.6;-0.13296494;1579291;4.118;2.65
"WRK";"WestRock Company";"Materials";63.27;1.5080998;1777678;6.864;1.63
"VRSK";"Verisk Analytics";"Industrials";94.3;1.4960707;900236;2.72;NA
"VRSN";"Verisign Inc.";"Information Technology";111.03;1.7783504;3585784;3.68;NA
"VRTX";"Vertex Pharmaceuticals Inc";"Health Care";152.01;-0.6210854;2242152;1.04;NA
"VZ";"Verizon Communications";"Telecommunication Services";50.11;0.46110573;16903021;7.36;2.335
"VTR";"Ventas Inc";"Real Estate";50.46;-2.190349;3986091;3.264;3.1
"WU";"Western Union Co";"Information Technology";19.77;2.1177678;7008865;0.431;0.685
"WY";"Weyerhaeuser Corp.";"Real Estate";34.36;1.6868887;4536521;1.147;1.24
"WYN";"Wyndham Worldwide";"Consumer Discretionary";116.31;1.121545;1022520;5.579;2.24
"WYNN";"Wynn Resorts Ltd";"Consumer Discretionary";162.92;-1.9853225;3427519;7.28;2
"XEC";"Cimarex Energy";"Energy";100.9;0.7086526;993360;3.868;0.32
"XEL";"Xcel Energy Inc";"Utilities";43.76;0.94578975;4518281;2.25;1.44
"XL";"XL Capital";"Financials";41.6;-0.6211231;3929278;-2.156;0.88
"XLNX";"Xilinx Inc";"Information Technology";65.12;-0.39766672;2895325;1.923;1.38
"XOM";"Exxon Mobil Corp.";"Energy";76.42;0.8445492;19340419;4.63;3.06
"XRAY";"Dentsply Sirona";"Health Care";57.38;0.34977397;1577783;-3.448;0.34
"XRX";"Xerox Corp.";"Information Technology";29.95;1.1482612;3225071;0.712;1
"XYL";"Xylem Inc.";"Industrials";71.93;1.5673548;1040463;1.83;0.72
"YUM";"Yum! Brands Inc";"Consumer Discretionary";78.07;-1.5634824;3023822;3.77;1.26
